"X","Unnamed..0","Unnamed..0.1","idiom_id_only","idiom_id","language_id","domain_id","super_domain_name","domain_name","Reference","Left","KWIC","Right","sentence_clean","context_clean","NLP_town_stars_context_window","NLP_town_stars_sentence","Cardiff_NLP_context_window","Cardiff_NLP_sentence","relative_frequency"
134214,134214,"c26en_5440","c26","c26en","en","c","intertextuality","ancient_sources","lyricsowl.com","... </s><s> 1 2 3 4 To the floor I give blood for blood But you want more 1 2 3 4 To the floor I give blood for blood Not more Forever yours","From head to feet","Till the breaking down In the lustful heat Tonight I''ll Love you forever When I go down... </s><s> Well they encourage your","...  1 2 3 4 To the floor I give blood for blood But you want more 1 2 3 4 To the floor I give blood for blood Not more Forever yours From head to feet Till the breaking down In the lustful heat Tonight I''ll Love you forever When I go down...  Well they encourage your","...  1 2 3 4 To the floor I give blood for blood But you want more 1 2 3 4 To the floor I give blood for blood Not more Forever yours From head to feet Till the breaking down In the lustful heat Tonight I''ll Love you forever When I go down...  Well they encourage your",5,5,0,0,6.55901791305844e-07
138657,138657,"c26en_9883","c26","c26en","en","c","intertextuality","ancient_sources","starcoachracetours.org","I''ve done some bad ass stuff). </s><s> The entire staff takes care of you from the second you arrive. </s><s> It''s a first class operation","from head to toe",". </s><s> The food is awesome (not basic track food), the coaches are well kept and are top notch. </s><s> The whole experience is just","It''s a first class operation from head to toe .","I''ve done some bad ass stuff).  The entire staff takes care of you from the second you arrive.  It''s a first class operation from head to toe .  The food is awesome (not basic track food), the coaches are well kept and are top notch.  The whole experience is just",5,5,0,-1,6.55901791305844e-07
134424,134424,"c26en_5650","c26","c26en","en","c","intertextuality","ancient_sources","bahai-library.com",". </s><s> Respectable women could seldom ventured from the andarun. </s><s> They left their houses only occasionally, heavily veiled","from head to toe",", usually at night to reduce the possibility of being seen; and then only to visit the house of a relative. </s><s> Any other","They left their houses only occasionally, heavily veiled from head to toe , usually at night to reduce the possibility of being seen; and then only to visit the house of a relative.",".  Respectable women could seldom ventured from the andarun.  They left their houses only occasionally, heavily veiled from head to toe , usually at night to reduce the possibility of being seen; and then only to visit the house of a relative.  Any other",2,3,0,-1,6.55901791305844e-07
133280,133280,"c26en_4506","c26","c26en","en","c","intertextuality","ancient_sources","roadbikereview.com","panhandlers hang out over the train trench. </s><s> They ignored me, but I would have too with all the black spandex covering me","from head to toe",". </s><s> Shot some pics of Fitzgeralds and back down towards the El Dorado. </s><s> I tried to get a bus in the last shot but it only came out","They ignored me, but I would have too with all the black spandex covering me from head to toe .","panhandlers hang out over the train trench.  They ignored me, but I would have too with all the black spandex covering me from head to toe .  Shot some pics of Fitzgeralds and back down towards the El Dorado.  I tried to get a bus in the last shot but it only came out",3,2,-1,-1,6.55901791305844e-07
132956,132956,"c26en_4182","c26","c26en","en","c","intertextuality","ancient_sources","plentyoffish.com","they have ever had... </s><s> Never had any complaints though. </s><s> I am big into foreplay. </s><s> I like to tickle a woman with a soft feather","from head to toe",", and I touch every inch of the body, sometimes I lightly tickle in just the right places. </s><s> Foreplay is the best, I always","I like to tickle a woman with a soft feather from head to toe , and I touch every inch of the body, sometimes I lightly tickle in just the right places.","they have ever had...  Never had any complaints though.  I am big into foreplay.  I like to tickle a woman with a soft feather from head to toe , and I touch every inch of the body, sometimes I lightly tickle in just the right places.  Foreplay is the best, I always",4,5,1,1,6.55901791305844e-07
136251,136251,"c26en_7477","c26","c26en","en","c","intertextuality","ancient_sources","parentmap.com","you don''t already have fan gear, it''s time to get some! </s><s> We''ve rounded up seven products that will show off your team pride","from head to toe","for parents, kids and even the family dog! </s><s> The Seahawks are shining so bright, you have to wear shades! </s><s> These officially","We''ve rounded up seven products that will show off your team pride from head to toe for parents, kids and even the family dog!","you don''t already have fan gear, it''s time to get some!  We''ve rounded up seven products that will show off your team pride from head to toe for parents, kids and even the family dog!  The Seahawks are shining so bright, you have to wear shades!  These officially",5,5,1,1,6.55901791305844e-07
132788,132788,"c26en_4014","c26","c26en","en","c","intertextuality","ancient_sources","poopreport.com","<s> One of their children had shat everywhere. </s><s> The father was in a state of panic. </s><s> He grabbed up the child, who was now covered","from head to toe","with poo, and began to rush down the steps. </s><s> In his haste, he brushed right past me. </s><s> I thought nothing of it until my sister","He grabbed up the child, who was now covered from head to toe with poo, and began to rush down the steps."," One of their children had shat everywhere.  The father was in a state of panic.  He grabbed up the child, who was now covered from head to toe with poo, and began to rush down the steps.  In his haste, he brushed right past me.  I thought nothing of it until my sister",1,1,0,-1,6.55901791305844e-07
132216,132216,"c26en_3442","c26","c26en","en","c","intertextuality","ancient_sources","blogspot.com","well. </s><s> We wanted to create a cherished piece for a woman''s wardrobe and we don''t believe in prescribing what a woman wears","from head to toe",". </s><s> From everything and everywhere: books, magazines, vintage, film, a woman walking down the street. </s><s> What is your","We wanted to create a cherished piece for a woman''s wardrobe and we don''t believe in prescribing what a woman wears from head to toe .","well.  We wanted to create a cherished piece for a woman''s wardrobe and we don''t believe in prescribing what a woman wears from head to toe .  From everything and everywhere: books, magazines, vintage, film, a woman walking down the street.  What is your",2,5,0,0,6.55901791305844e-07
137478,137478,"c26en_8704","c26","c26en","en","c","intertextuality","ancient_sources","literotica.com","before you knew it my mother was writhing in ecstasy, with her arms flailing over her head, as six hands groped her body","from head to toe",". </s><s> I removed her bra and now her massive tits were exposed to Eddie for the very first time. </s><s> I told Eddie to start sucking my","before you knew it my mother was writhing in ecstasy, with her arms flailing over her head, as six hands groped her body from head to toe .","before you knew it my mother was writhing in ecstasy, with her arms flailing over her head, as six hands groped her body from head to toe .  I removed her bra and now her massive tits were exposed to Eddie for the very first time.  I told Eddie to start sucking my",1,1,0,-1,6.55901791305844e-07
133963,133963,"c26en_5189","c26","c26en","en","c","intertextuality","ancient_sources","counsellinghelp.co.uk","physical sensations. </s><s> Your therapist will ask you to think about your original target while scanning your body","from head to toe",", looking for residual tension. </s><s> Any bodily tension or uncomfortable physical sensations are then targeted with","Your therapist will ask you to think about your original target while scanning your body from head to toe , looking for residual tension.","physical sensations.  Your therapist will ask you to think about your original target while scanning your body from head to toe , looking for residual tension.  Any bodily tension or uncomfortable physical sensations are then targeted with",4,4,0,0,6.55901791305844e-07
172787,172787,"c26fr_9869","c26","c26fr","fr","c","intertextuality","ancient_sources","musee-moutiers.fr","des bandes de toiles pour maintenir fermement l''enfant sur sa couche. </s><s> Celui-ci, emmailloté dans ses langes","des pieds à la tête",", était donc prisonnier du berceau. </s><s> Les croyances populaires justifiaient cela en disant qu''autrement l''enfant","Celui-ci, emmailloté dans ses langes des pieds à la tête , était donc prisonnier du berceau.","des bandes de toiles pour maintenir fermement l''enfant sur sa couche.  Celui-ci, emmailloté dans ses langes des pieds à la tête , était donc prisonnier du berceau.  Les croyances populaires justifiaient cela en disant qu''autrement l''enfant",1,2,-1,-1,1.2670190888694e-06
171507,171507,"c26fr_8589","c26","c26fr","fr","c","intertextuality","ancient_sources","lespetitsas.com",", vieille raquette Donnay toute rafistolée. </s><s> L''organisation, parrainée par le magasin de sport local, l''a rhabillé","des pieds à la tête",", raquette en prime. </s><s> Matas a ri, Matas a pleuré. </s><s> Il a atteint les demi-finales mais n''a jamais fait carrière. </s><s> Qu''on se le","L''organisation, parrainée par le magasin de sport local, l''a rhabillé des pieds à la tête , raquette en prime.",", vieille raquette Donnay toute rafistolée.  L''organisation, parrainée par le magasin de sport local, l''a rhabillé des pieds à la tête , raquette en prime.  Matas a ri, Matas a pleuré.  Il a atteint les demi-finales mais n''a jamais fait carrière.  Qu''on se le",3,1,1,-1,1.2670190888694e-06
165334,165334,"c26fr_2416","c26","c26fr","fr","c","intertextuality","ancient_sources","brindelaine-and-co.com","période aussi noire, nous sommes encore et toujours déterminés à les rompre, j''avais envie de me barioler de couleurs","de la tête aux pieds",", (sac compris LOL ) en résistance à la grisaille, aux lobbys et grands patrons suceurs de moelle... </s><s> Je suis donc","période aussi noire, nous sommes encore et toujours déterminés à les rompre, j''avais envie de me barioler de couleurs de la tête aux pieds , (sac compris LOL ) en résistance à la grisaille, aux lobbys et grands patrons suceurs de moelle...  Je suis donc","période aussi noire, nous sommes encore et toujours déterminés à les rompre, j''avais envie de me barioler de couleurs de la tête aux pieds , (sac compris LOL ) en résistance à la grisaille, aux lobbys et grands patrons suceurs de moelle...  Je suis donc",2,2,-1,-1,1.2670190888694e-06
170001,170001,"c26fr_7083","c26","c26fr","fr","c","intertextuality","ancient_sources","mononews.ca","tous nos remerciements. </s><s> Renouveau d''automne : The Body Shop présente des produits novateurs qui vous dorloteront","de la tête aux pieds","</s><s> Nous joindre </s><s> Dorlotez vos mains grâce à la gamme de soins des mains spécialisés signés The Body Shop faite à partir d''","Renouveau d''automne : The Body Shop présente des produits novateurs qui vous dorloteront de la tête aux pieds  Nous joindre  Dorlotez vos mains grâce à la gamme de soins des mains spécialisés signés The Body Shop faite à partir d''","tous nos remerciements.  Renouveau d''automne : The Body Shop présente des produits novateurs qui vous dorloteront de la tête aux pieds  Nous joindre  Dorlotez vos mains grâce à la gamme de soins des mains spécialisés signés The Body Shop faite à partir d''",5,5,1,1,1.2670190888694e-06
168559,168559,"c26fr_5641","c26","c26fr","fr","c","intertextuality","ancient_sources","vefblog.net","pour vous mettre en forme, Alister vient vers vous avec un parchemin dans les mains. </s><s> Il est habillé de façon très classe","de la tête aux pieds",": chapeau noir, veste 3⁄4 fermée en velours noir, laissant apparaître un noeud de cravate blanc, pantalon noir à rayure","Il est habillé de façon très classe de la tête aux pieds : chapeau noir, veste 3⁄4 fermée en velours noir, laissant apparaître un noeud de cravate blanc, pantalon noir à rayure","pour vous mettre en forme, Alister vient vers vous avec un parchemin dans les mains.  Il est habillé de façon très classe de la tête aux pieds : chapeau noir, veste 3⁄4 fermée en velours noir, laissant apparaître un noeud de cravate blanc, pantalon noir à rayure",4,4,1,1,1.2670190888694e-06
167336,167336,"c26fr_4418","c26","c26fr","fr","c","intertextuality","ancient_sources","viefemme.com","une erreur et étant donné qu''un homme nu est à l''origine de toute cette affaire, nous habillerons chaque gagnant","des pieds à la tête",". </s><s> Nous comptons sur vous "". </s><s> Publicités </s><s> "" Femmes du monde "" </s><s> Dans son essai intitulé La Tentation de Pénélope , Belinda","une erreur et étant donné qu''un homme nu est à l''origine de toute cette affaire, nous habillerons chaque gagnant des pieds à la tête .","une erreur et étant donné qu''un homme nu est à l''origine de toute cette affaire, nous habillerons chaque gagnant des pieds à la tête .  Nous comptons sur vous "".  Publicités  "" Femmes du monde ""  Dans son essai intitulé La Tentation de Pénélope , Belinda",1,1,-1,-1,1.2670190888694e-06
170817,170817,"c26fr_7899","c26","c26fr","fr","c","intertextuality","ancient_sources","nice-forum.net","détestait les hommes et ne voulait en aucun point se faire dépasser par eux. </s><s> Cette rages envers eux la faisait tromblé","de la tête aux pieds","et ses yeux trahissait une haine incroyable. </s><s> Lorsque que Jone lui dit qu''elle allait s''en aller Ana devint hors d''elle. </s>","Cette rages envers eux la faisait tromblé de la tête aux pieds et ses yeux trahissait une haine incroyable.","détestait les hommes et ne voulait en aucun point se faire dépasser par eux.  Cette rages envers eux la faisait tromblé de la tête aux pieds et ses yeux trahissait une haine incroyable.  Lorsque que Jone lui dit qu''elle allait s''en aller Ana devint hors d''elle. ",1,1,-1,-1,1.2670190888694e-06
166084,166084,"c26fr_3166","c26","c26fr","fr","c","intertextuality","ancient_sources","nice-board.net","une toute autre histoire. </s><s> Attentif au moindre détail, en quelques secondes notre Yakuza avait annalysé la jeune femme","de la tête aux pieds","et cela dans les moindres détails visibles. </s><s> Les boutons manquants, la chemise déchirée révélant ce qu''elle a pour","Attentif au moindre détail, en quelques secondes notre Yakuza avait annalysé la jeune femme de la tête aux pieds et cela dans les moindres détails visibles.","une toute autre histoire.  Attentif au moindre détail, en quelques secondes notre Yakuza avait annalysé la jeune femme de la tête aux pieds et cela dans les moindres détails visibles.  Les boutons manquants, la chemise déchirée révélant ce qu''elle a pour",3,2,1,1,1.2670190888694e-06
171808,171808,"c26fr_8890","c26","c26fr","fr","c","intertextuality","ancient_sources","blogspot.com",", elle ne m''est rien, cette bonne dame en tailleur rose mort-né, au sourire trop honnête pour être aimable, enveloppée","de la tête aux pieds","de l''angélique clémence de l''épouse fidèle au poste bien que... </s><s> Elle porte sa dignité en grand cordon de la Légion d''",", elle ne m''est rien, cette bonne dame en tailleur rose mort-né, au sourire trop honnête pour être aimable, enveloppée de la tête aux pieds de l''angélique clémence de l''épouse fidèle au poste bien que...  Elle porte sa dignité en grand cordon de la Légion d''",", elle ne m''est rien, cette bonne dame en tailleur rose mort-né, au sourire trop honnête pour être aimable, enveloppée de la tête aux pieds de l''angélique clémence de l''épouse fidèle au poste bien que...  Elle porte sa dignité en grand cordon de la Légion d''",1,1,1,1,1.2670190888694e-06
168802,168802,"c26fr_5884","c26","c26fr","fr","c","intertextuality","ancient_sources","chocoforum.com","tête, il pût jeter un rapide coup d''œil aux habits de sa maîtresse. </s><s> Il savait qu''il était impoli de dévisager quelqu''un","des pieds à la tête",", c''est pour ça que le coup d''œil fut rapide. </s><s> Il constata que sa robe à manches longues était d''un joli vert. </s><s> Il n''eut pas le","Il savait qu''il était impoli de dévisager quelqu''un des pieds à la tête , c''est pour ça que le coup d''œil fut rapide.","tête, il pût jeter un rapide coup d''œil aux habits de sa maîtresse.  Il savait qu''il était impoli de dévisager quelqu''un des pieds à la tête , c''est pour ça que le coup d''œil fut rapide.  Il constata que sa robe à manches longues était d''un joli vert.  Il n''eut pas le",2,2,-1,-1,1.2670190888694e-06
167979,167979,"c26fr_5061","c26","c26fr","fr","c","intertextuality","ancient_sources","goldsaints.com",". </s><s> Je compris immédiatement qu''elle en était la cause : assis sur son trône en or, Marius était couvert d''un sang noirâtre","des pieds à la tête",". </s><s> Ce qui signifiait qu''il avait supprimé un membre de notre propre race. </s><s> ""Avancez, frères de Szeged"" ordonna-t-il de sa","Je compris immédiatement qu''elle en était la cause : assis sur son trône en or, Marius était couvert d''un sang noirâtre des pieds à la tête .",".  Je compris immédiatement qu''elle en était la cause : assis sur son trône en or, Marius était couvert d''un sang noirâtre des pieds à la tête .  Ce qui signifiait qu''il avait supprimé un membre de notre propre race.  ""Avancez, frères de Szeged"" ordonna-t-il de sa",1,1,-1,-1,1.2670190888694e-06
164435,164435,"c26fr_1517","c26","c26fr","fr","c","intertextuality","ancient_sources","forumactif.org","Pranamaya kosha </s><s> En effet Pépère ! Mais justement si alors ... </s><s> M''asseoir en face ... La femme était voilée toute en noir,","des pieds à la tête",". </s><s> Je n''ai pensé à une mariée mais c''est en fait ce qu''elle/je ? dois être. </s><s> Mes parents étaient quelques mètres plus loin","Mais justement si alors ...  M''asseoir en face ... La femme était voilée toute en noir, des pieds à la tête .","Pranamaya kosha  En effet Pépère ! Mais justement si alors ...  M''asseoir en face ... La femme était voilée toute en noir, des pieds à la tête .  Je n''ai pensé à une mariée mais c''est en fait ce qu''elle/je ? dois être.  Mes parents étaient quelques mètres plus loin",2,2,-1,-1,1.2670190888694e-06
166963,166963,"c26fr_4045","c26","c26fr","fr","c","intertextuality","ancient_sources","pottermagicworld.net","ouvrit sur une large cour verdoyante et un portier souriant. </s><s> -"" Sabah el-kheir ! "" S''exclama l''homme, habillé de blanc","de la tête aux pieds","et le crâne ceint d''un keffieh rouge sang. </s><s> -"" Sabah... vous même. </s><s> "" Marmonna Azulay en passant devant le portier sans le","S''exclama l''homme, habillé de blanc de la tête aux pieds et le crâne ceint d''un keffieh rouge sang.","ouvrit sur une large cour verdoyante et un portier souriant.  -"" Sabah el-kheir ! "" S''exclama l''homme, habillé de blanc de la tête aux pieds et le crâne ceint d''un keffieh rouge sang.  -"" Sabah... vous même.  "" Marmonna Azulay en passant devant le portier sans le",1,1,-1,-1,1.2670190888694e-06
163481,163481,"c26fr_563","c26","c26fr","fr","c","intertextuality","ancient_sources","skyrock.com","? plaisanta Diane. -Oh non, je... commença-t-elle. -En tous cas, cela ne va pas du tout ! la coupa-t-elle en l''observant","des pieds à la tête",". -Je vais très bien Diane, merci, annonça-t-elle en la prenant par les épaules. </s><s> Elles sourièrent et commencèrent à","la coupa-t-elle en l''observant des pieds à la tête .","? plaisanta Diane. -Oh non, je... commença-t-elle. -En tous cas, cela ne va pas du tout ! la coupa-t-elle en l''observant des pieds à la tête . -Je vais très bien Diane, merci, annonça-t-elle en la prenant par les épaules.  Elles sourièrent et commencèrent à",2,1,0,1,1.2670190888694e-06
171139,171139,"c26fr_8221","c26","c26fr","fr","c","intertextuality","ancient_sources","catbull.com","les murs barbares qui firent leur supériorité. </s><s> Après six à huit mois de ce régime disciplinaire, les jeunes gens, oints","de la tête aux pieds",", reçoivent des vêtements et un nom qu''ils doivent conserver leur vie durant, et retournent dans le village au milieu","Après six à huit mois de ce régime disciplinaire, les jeunes gens, oints de la tête aux pieds , reçoivent des vêtements et un nom qu''ils doivent conserver leur vie durant, et retournent dans le village au milieu","les murs barbares qui firent leur supériorité.  Après six à huit mois de ce régime disciplinaire, les jeunes gens, oints de la tête aux pieds , reçoivent des vêtements et un nom qu''ils doivent conserver leur vie durant, et retournent dans le village au milieu",4,4,1,-1,1.2670190888694e-06
172092,172092,"c26fr_9174","c26","c26fr","fr","c","intertextuality","ancient_sources","free.fr","et les gens normaux, ces pauvres idiots. </s><s> Bien plus tard, j''ai eu en plusieurs occasions grand plaisir à me faire saucer","de la tête aux pieds",", dehors. </s><s> Un plaisir solitaire, doublé de la joie de profiter de quelque chose dont ces cons ignorent jusqu''à l''","Bien plus tard, j''ai eu en plusieurs occasions grand plaisir à me faire saucer de la tête aux pieds , dehors.","et les gens normaux, ces pauvres idiots.  Bien plus tard, j''ai eu en plusieurs occasions grand plaisir à me faire saucer de la tête aux pieds , dehors.  Un plaisir solitaire, doublé de la joie de profiter de quelque chose dont ces cons ignorent jusqu''à l''",3,5,1,-1,1.2670190888694e-06
166292,166292,"c26fr_3374","c26","c26fr","fr","c","intertextuality","ancient_sources","gai-eros.org","et j''ai commencé à faire le même mouvement que lui sur ma propre queue. </s><s> L''effet fut immédiat, je fus envahi d''un frisson","de la tête aux pieds","et j''avais des papillons dans l''estomac. </s><s> Dans le temps qu''il le faille pour le dire, des torrents de jets visqueux et","L''effet fut immédiat, je fus envahi d''un frisson de la tête aux pieds et j''avais des papillons dans l''estomac.","et j''ai commencé à faire le même mouvement que lui sur ma propre queue.  L''effet fut immédiat, je fus envahi d''un frisson de la tête aux pieds et j''avais des papillons dans l''estomac.  Dans le temps qu''il le faille pour le dire, des torrents de jets visqueux et",2,5,1,1,1.2670190888694e-06
170761,170761,"c26fr_7843","c26","c26fr","fr","c","intertextuality","ancient_sources","forumactif.com","mieux soigner. </s><s> Mais pour découvrir que quelque chose ne fonctionne pas bien dans votre ventre, il devra vous examiner","des pieds à la tête","et vous faire passer des tas d''examens puisque vous taisez votre mal. </s><s> Il devra faire avec vous comme un vétérinaire avec","Mais pour découvrir que quelque chose ne fonctionne pas bien dans votre ventre, il devra vous examiner des pieds à la tête et vous faire passer des tas d''examens puisque vous taisez votre mal.","mieux soigner.  Mais pour découvrir que quelque chose ne fonctionne pas bien dans votre ventre, il devra vous examiner des pieds à la tête et vous faire passer des tas d''examens puisque vous taisez votre mal.  Il devra faire avec vous comme un vétérinaire avec",3,3,-1,-1,1.2670190888694e-06
166550,166550,"c26fr_3632","c26","c26fr","fr","c","intertextuality","ancient_sources","typepad.fr","bien plus efficaces puisque nous sommes allés faire du shopping dans l''outlet le plus proche. </s><s> Gildas s''est rhabillé","des pieds à la tête","ou plutôt du ventre à la tête parce qu''il n''a pas pu trouver de pantalon. </s><s> Quant a moi, pas d''habits, mais des éléments pour","Gildas s''est rhabillé des pieds à la tête ou plutôt du ventre à la tête parce qu''il n''a pas pu trouver de pantalon.","bien plus efficaces puisque nous sommes allés faire du shopping dans l''outlet le plus proche.  Gildas s''est rhabillé des pieds à la tête ou plutôt du ventre à la tête parce qu''il n''a pas pu trouver de pantalon.  Quant a moi, pas d''habits, mais des éléments pour",2,4,-1,-1,1.2670190888694e-06
165765,165765,"c26fr_2847","c26","c26fr","fr","c","intertextuality","ancient_sources","forumgratuit.fr","de ses boutons de chair. </s><s> Ce n''était qu''une caresse très légère et pourtant, un long courant de plaisir le fit frissonner","des pieds à la tête",". </s><s> Le souffle de la voix de Blaine contre son oreille lui arracha un autre soupir. </s><s> Le brun sourit, mi-amusé,","Ce n''était qu''une caresse très légère et pourtant, un long courant de plaisir le fit frissonner des pieds à la tête .","de ses boutons de chair.  Ce n''était qu''une caresse très légère et pourtant, un long courant de plaisir le fit frissonner des pieds à la tête .  Le souffle de la voix de Blaine contre son oreille lui arracha un autre soupir.  Le brun sourit, mi-amusé,",2,2,1,1,1.2670190888694e-06
