"","Unnamed..0","idiom_id","language_id","domain_id","super_domain_name","domain_name","Reference","Left","KWIC","Right","sentence_clean","context_clean","NLP_town_stars_context_window","NLP_town_stars_sentence","Cardiff_NLP_context_window","Cardiff_NLP_sentence"
"11","m03en_3742","m03en","en","m","culture","material_culture_money_living","ukipmeps.org","the economy and that the break-up of the single currency would be even more damaging. </s><s> But this CEBR research shows","the other side of the coin",". </s><s> • This morning I spoke to Morning Ireland on RTE and Newstalk 106 about the Irish government''s decision to appoint","But this CEBR research shows the other side of the coin .","the economy and that the break-up of the single currency would be even more damaging.  But this CEBR research shows the other side of the coin .  • This morning I spoke to Morning Ireland on RTE and Newstalk 106 about the Irish government''s decision to appoint",3,2,0,-1
"12","e05en_94","e05en","en","e","intertextuality","proverbs","pattayamail.com","be within our accounts department althou... </s><s> In October 1970 a crestfallen 18 year old was wondering if he had bought a","pig in a poke",". </s><s> ""Immigrant Song,"" ""Since I''ve Been Loving You"" and ""Tangerine"" were the only tracks justifying the album''s","In October 1970 a crestfallen 18 year old was wondering if he had bought a pig in a poke .","be within our accounts department althou...  In October 1970 a crestfallen 18 year old was wondering if he had bought a pig in a poke .  ""Immigrant Song,"" ""Since I''ve Been Loving You"" and ""Tangerine"" were the only tracks justifying the album''s",2,2,0,0
"13","m20en_1498","m20en","en","m","culture","material_culture_money_living","boylesfootballphotos.net.au","'' is difficult to follow. </s><s> Much of the history is scattered in little pieces throughout the book and we can easily lose","the thread",". </s><s> Some periods in the history - for example the forties and fifties - are not dealt with at all.14 In discussing the","Much of the history is scattered in little pieces throughout the book and we can easily lose the thread .","'' is difficult to follow.  Much of the history is scattered in little pieces throughout the book and we can easily lose the thread .  Some periods in the history - for example the forties and fifties - are not dealt with at all.14 In discussing the",4,2,-1,-1
"14","o01en_116","o01en","en","o","natural_phenomena","time_space","huysmans.org","?"" </s><s> exclaimed Durtal as he looked at his watch; ""instead of musing and grumbling like this, suppose I go for a walk just to","kill time","."" </s><s> He started off haphazard along the streets, stopping now and then to look at some old building, at houses such as those","exclaimed Durtal as he looked at his watch; ""instead of musing and grumbling like this, suppose I go for a walk just to kill time .""","?""  exclaimed Durtal as he looked at his watch; ""instead of musing and grumbling like this, suppose I go for a walk just to kill time .""  He started off haphazard along the streets, stopping now and then to look at some old building, at houses such as those",1,2,0,0
"15","r17en_34","r17en","en","r","natural_phenomena","physical_reactions_sensations","permies.com","county who knew how to graft pecan trees and how no man was more generous to the widow and orphan than Frank Balfour. </s><s> It was","balm to Jamie''s soul",", but long before they turned into the lane of the Stone farm and its blacksmith shop he was sound asleep--jostling","It was balm to Jamie''s soul , but long before they turned into the lane of the Stone farm and its blacksmith shop he was sound asleep--jostling","county who knew how to graft pecan trees and how no man was more generous to the widow and orphan than Frank Balfour.  It was balm to Jamie''s soul , but long before they turned into the lane of the Stone farm and its blacksmith shop he was sound asleep--jostling",2,2,-1,-1
"16","i18en_922","i18en","en","i","culture","intellectual_technical_achievements","whatnextconsultancy.co.uk","as their negative energy can be very draining and I do make a concerted effort to surround myself with people who are on","the same wavelength","as me rather than ''mood hoovers'' (thanks to my friend Sharon for that term) ie people whose negativity seems to suck the","as their negative energy can be very draining and I do make a concerted effort to surround myself with people who are on the same wavelength as me rather than ''mood hoovers'' (thanks to my friend Sharon for that term) ie people whose negativity seems to suck the","as their negative energy can be very draining and I do make a concerted effort to surround myself with people who are on the same wavelength as me rather than ''mood hoovers'' (thanks to my friend Sharon for that term) ie people whose negativity seems to suck the",2,2,-1,-1
"17","f05en_1874","f05en","en","f","intertextuality","fables_folk_narratives","aerten.com","and less tiring to wrap a bubble around Bobby... or Emelia. </s><s> As she gives Pablo a hug and a kiss on the cheek before entering","the lion''s den",", she whispers, ""Find out from Maddie, Logan, Em how well she can block Bobby''s crazy? </s><s> Let me know before you head in, okay","As she gives Pablo a hug and a kiss on the cheek before entering the lion''s den , she whispers, ""Find out from Maddie, Logan, Em how well she can block Bobby''s crazy?","and less tiring to wrap a bubble around Bobby... or Emelia.  As she gives Pablo a hug and a kiss on the cheek before entering the lion''s den , she whispers, ""Find out from Maddie, Logan, Em how well she can block Bobby''s crazy?  Let me know before you head in, okay",4,2,0,0
"18","m03en_315","m03en","en","m","culture","material_culture_money_living","olduvai.ca","until March 2017. </s><s> However, while he thinks simply lower interest rates will entice people to borrow, he fails to see","the other side of the coin","that is spinning. </s><s> Lower rates rob savers of income, destroy pension funds, and leverage the debt to a dangerous level","However, while he thinks simply lower interest rates will entice people to borrow, he fails to see the other side of the coin that is spinning.","until March 2017.  However, while he thinks simply lower interest rates will entice people to borrow, he fails to see the other side of the coin that is spinning.  Lower rates rob savers of income, destroy pension funds, and leverage the debt to a dangerous level",3,2,-1,-1
"19","m04en_449","m04en","en","m","culture","material_culture_money_living","lardbucket.org","technicality: the equation for the demand curve applies only if both the price and the quantity are nonnegative. </s><s>","At any price","greater than the choke price, the quantity demanded is zero, so the demand curve runs along the vertical axis. </s><s> A","At any price greater than the choke price, the quantity demanded is zero, so the demand curve runs along the vertical axis.","technicality: the equation for the demand curve applies only if both the price and the quantity are nonnegative.  At any price greater than the choke price, the quantity demanded is zero, so the demand curve runs along the vertical axis.  A",1,2,0,0
"20","e17en_85","e17en","en","e","intertextuality","proverbs","culturechange.org","in the Arctic National Wildlife Refuge would fuel the U.S. car fleet for less than two years. </s><s> Did that fact just go","in one ear","and out the other? </s><s> Or do Dick and George not care to understand energy except from an oil-patch partisan stance? </s><s> Several","Did that fact just go in one ear and out the other?","in the Arctic National Wildlife Refuge would fuel the U.S. car fleet for less than two years.  Did that fact just go in one ear and out the other?  Or do Dick and George not care to understand energy except from an oil-patch partisan stance?  Several",1,2,0,-1
"21","f25en_310","f25en","en","f","intertextuality","fables_folk_narratives","booklife.com","<s> Sheriff Tate and his colleagues are going to have to figure out who the mysterious killer really is as he plays his game of","cat and mouse","hiding behind a false internet identity before he kills again. </s><s> Plot: A serial killer of men with a curious M.O. is at the"," Sheriff Tate and his colleagues are going to have to figure out who the mysterious killer really is as he plays his game of cat and mouse hiding behind a false internet identity before he kills again."," Sheriff Tate and his colleagues are going to have to figure out who the mysterious killer really is as he plays his game of cat and mouse hiding behind a false internet identity before he kills again.  Plot: A serial killer of men with a curious M.O. is at the",4,3,-1,-1
"22","s10en_2362","s10en","en","s","natural_phenomena","human_body","appspot.com","way to handle this is going to be JavaScript. </s><s> I wouldn''t ordinarily call this a good approach, but it sounds like your","hands are tied","here. </s><s> It would be better to follow the suggestions put forth above in an external style sheet, but for whatever reason","I wouldn''t ordinarily call this a good approach, but it sounds like your hands are tied here.","way to handle this is going to be JavaScript.  I wouldn''t ordinarily call this a good approach, but it sounds like your hands are tied here.  It would be better to follow the suggestions put forth above in an external style sheet, but for whatever reason",3,3,-1,-1
"23","s12en_7177","s12en","en","s","natural_phenomena","human_body","mrnussbaum.com","its similarities with Earth are limited apart from size and relative condition of its surface. </s><s> It is easily observed","with the naked eye","and is sometimes called the ""evening star"" or ""morning star."" </s><s> Venus is covered by thick, noxious clouds of sulfuric","It is easily observed with the naked eye and is sometimes called the ""evening star"" or ""morning star.""","its similarities with Earth are limited apart from size and relative condition of its surface.  It is easily observed with the naked eye and is sometimes called the ""evening star"" or ""morning star.""  Venus is covered by thick, noxious clouds of sulfuric",4,3,0,0
"24","p01en_1247","p01en","en","p","culture","gestures_postures_facial_expressions","traveltomtom.net","when entering a living temple. </s><s> There are places to deposit your shoes for just 2 INR (3 cents). </s><s> There is no need to take off","your hat","when entering the temple complex, but when you enter the sacred place within a temple always take off your hat. </s><s> I wish I","There is no need to take off your hat when entering the temple complex, but when you enter the sacred place within a temple always take off your hat.","when entering a living temple.  There are places to deposit your shoes for just 2 INR (3 cents).  There is no need to take off your hat when entering the temple complex, but when you enter the sacred place within a temple always take off your hat.  I wish I",3,3,0,0
"25","b29en_1797","b29en","en","b","intertextuality","bible","digital-detective.net","typical forensic case is growing at an exponential rate. </s><s> It is becoming increasingly more challenging to separate the","wheat from the chaff",", particularly under the pressure of an increasing workload. </s><s> Our forensic software has advanced analytical tools to","It is becoming increasingly more challenging to separate the wheat from the chaff , particularly under the pressure of an increasing workload.","typical forensic case is growing at an exponential rate.  It is becoming increasingly more challenging to separate the wheat from the chaff , particularly under the pressure of an increasing workload.  Our forensic software has advanced analytical tools to",3,3,-1,-1
"26","b23en_6845","b23en","en","b","intertextuality","bible","justcircuit.com","have the connection you do with the gay community. </s><s> Reflecting on your career, when did you decide to take the community","under your wing","? </s><s> CL: Well, I always saw people being discriminated against – my friends and people that I work with. </s><s> At first, I was going","Reflecting on your career, when did you decide to take the community under your wing ?","have the connection you do with the gay community.  Reflecting on your career, when did you decide to take the community under your wing ?  CL: Well, I always saw people being discriminated against – my friends and people that I work with.  At first, I was going",4,3,0,-1
"27","r18en_8739","r18en","en","r","natural_phenomena","physical_reactions_sensations","urbanaglaw.org",", Schools, and Institutions By Rhonda Sherman Chelseagreen November 8, 2018 Turning waste into wealth sounds","too good to be true",", but many worm farmers are finding that vermicomposting is a reliable way to do just that. </s><s> Vermicast–a biologically",", Schools, and Institutions By Rhonda Sherman Chelseagreen November 8, 2018 Turning waste into wealth sounds too good to be true , but many worm farmers are finding that vermicomposting is a reliable way to do just that.",", Schools, and Institutions By Rhonda Sherman Chelseagreen November 8, 2018 Turning waste into wealth sounds too good to be true , but many worm farmers are finding that vermicomposting is a reliable way to do just that.  Vermicast–a biologically",3,3,-1,-1
"28","k21en_650","k21en","en","k","culture","special_concepts_world","librarything.com",". </s><s> The main problem in this story is that ma dies and its dad and Billie-Jos fault. </s><s> When Billie-Jo says dads digging his","own grave","not a pond, he''s doing that because to much stuff is going on it was easier with ma. </s><s> That''s a big problem because that turns","When Billie-Jo says dads digging his own grave not a pond, he''s doing that because to much stuff is going on it was easier with ma.",".  The main problem in this story is that ma dies and its dad and Billie-Jos fault.  When Billie-Jo says dads digging his own grave not a pond, he''s doing that because to much stuff is going on it was easier with ma.  That''s a big problem because that turns",3,3,0,-1
"29","n08en_14","n08en","en","n","natural_phenomena","forces_of_nature","bolshevik.info","Comrade Johnstone is also fond of citing. </s><s> Lunacharsky''s Revolutionary Silhouettes: </s><s> ""the news of the split hit us","like a bolt from the blue",". </s><s> We knew that the Second Congress was to witness the concluding moves in the struggle with Workers Cause (The","Lunacharsky''s Revolutionary Silhouettes:  ""the news of the split hit us like a bolt from the blue .","Comrade Johnstone is also fond of citing.  Lunacharsky''s Revolutionary Silhouettes:  ""the news of the split hit us like a bolt from the blue .  We knew that the Second Congress was to witness the concluding moves in the struggle with Workers Cause (The",1,3,0,0
"30","s06en_2618","s06en","en","s","natural_phenomena","human_body","litcharts.com","he is with Marc. </s><s> Active Themes </s><s> Serge steps forward and addresses the audience. </s><s> He admits that Marc is, in fact, getting","on his nerves","–the tone of Marc''s voice is ingratiating and irritating, as if Marc is forcing himself to be pleasant. </s><s> Serge wonders if","He admits that Marc is, in fact, getting on his nerves –the tone of Marc''s voice is ingratiating and irritating, as if Marc is forcing himself to be pleasant.","he is with Marc.  Active Themes  Serge steps forward and addresses the audience.  He admits that Marc is, in fact, getting on his nerves –the tone of Marc''s voice is ingratiating and irritating, as if Marc is forcing himself to be pleasant.  Serge wonders if",2,3,-1,1
"31","k04en_4846","k04en","en","k","culture","special_concepts_world","wrotniak.net","); 1/80 s at F/6.3, ISO 800, sunny WB; available light from a window. </s><s> Postprocessing in Corel Photo-Paint. </s><s> The devil is","in the details",". </s><s> With the E-30 being so similar to the E-3 in many aspects, I expected my next related effort, the article on Customizing","The devil is in the details .","); 1/80 s at F/6.3, ISO 800, sunny WB; available light from a window.  Postprocessing in Corel Photo-Paint.  The devil is in the details .  With the E-30 being so similar to the E-3 in many aspects, I expected my next related effort, the article on Customizing",5,4,0,0
"32","i03en_4696","i03en","en","i","culture","intellectual_technical_achievements","aacu.org","and assess the activity throughout the process. </s><s> I have learned to listen attentively to students'' comments and to read","between the lines","of their reflective writing. </s><s> Their feedback suggests much to address–ethical issues, confusions, learning gaps,","I have learned to listen attentively to students'' comments and to read between the lines of their reflective writing.","and assess the activity throughout the process.  I have learned to listen attentively to students'' comments and to read between the lines of their reflective writing.  Their feedback suggests much to address–ethical issues, confusions, learning gaps,",4,4,1,1
"33","c25en_1521","c25en","en","c","intertextuality","ancient_sources","newcastle.edu.au","often excluded from sleep studies. </s><s> ""With REFRESH, we want to help people by focusing on changing their behaviour, both","day and night",", by using the latest science and technology."" </s><s> The intervention includes a special smartphone app called ""Balanced"",","""With REFRESH, we want to help people by focusing on changing their behaviour, both day and night , by using the latest science and technology.""","often excluded from sleep studies.  ""With REFRESH, we want to help people by focusing on changing their behaviour, both day and night , by using the latest science and technology.""  The intervention includes a special smartphone app called ""Balanced"",",4,4,1,0
"34","m13en_2019","m13en","en","m","culture","material_culture_money_living","skepticblog.org","=4) </s><s> In early days of Geology you had two feuding schools of thought the Neptunest and Plutoest . Turns out that putting","all your eggs in one basket","and ignoring the all valid points on the other side is just as prescientific as the early days geology . Government is","Turns out that putting all your eggs in one basket and ignoring the all valid points on the other side is just as prescientific as the early days geology .","=4)  In early days of Geology you had two feuding schools of thought the Neptunest and Plutoest . Turns out that putting all your eggs in one basket and ignoring the all valid points on the other side is just as prescientific as the early days geology . Government is",2,4,-1,-1
"35","p10en_4544","p10en","en","p","culture","gestures_postures_facial_expressions","daltondatabank.org",". </s><s> After being there a month, an old Indian came along. </s><s> He was known as ""Stub Finger"", and I must say, I welcomed him","with open arms",". </s><s> During the evening, I asked many questions, showing him many things I had learned, the names and words of the Indian","He was known as ""Stub Finger"", and I must say, I welcomed him with open arms .",".  After being there a month, an old Indian came along.  He was known as ""Stub Finger"", and I must say, I welcomed him with open arms .  During the evening, I asked many questions, showing him many things I had learned, the names and words of the Indian",5,4,1,1
"36","n03en_1127","n03en","en","n","natural_phenomena","forces_of_nature","allbookstores.com","the material he presented were things I''d seen many many times. </s><s> I''m a regular trading the Forex and to date I barely keep","my head above water",", so this was a very interesting read. </s><s> One thing he has sold me on is the notion that my Forex account provider is ""Public","I''m a regular trading the Forex and to date I barely keep my head above water , so this was a very interesting read.","the material he presented were things I''d seen many many times.  I''m a regular trading the Forex and to date I barely keep my head above water , so this was a very interesting read.  One thing he has sold me on is the notion that my Forex account provider is ""Public",4,4,1,1
"37","e17en_840","e17en","en","e","intertextuality","proverbs","sibyllineorder.org","of the eternal nature of the written word. </s><s> That''s probably why my main career is in radio: in radio, thoughts go","in one ear","and out the other, and it''s easy to forget. </s><s> I find fiction incredibly difficult, perhaps that is why I became a","That''s probably why my main career is in radio: in radio, thoughts go in one ear and out the other, and it''s easy to forget.","of the eternal nature of the written word.  That''s probably why my main career is in radio: in radio, thoughts go in one ear and out the other, and it''s easy to forget.  I find fiction incredibly difficult, perhaps that is why I became a",3,4,0,-1
"38","i09en_575","i09en","en","i","culture","intellectual_technical_achievements","wordpress.com","enough, I will start a Patreon account and begin building the real thing, regards Arto. </s><s> It looks like I am reinventing","the wheel",", minus valves and transistors, this work might even seem redundant to some of the techno-nerds. </s><s> I assure you this is a","It looks like I am reinventing the wheel , minus valves and transistors, this work might even seem redundant to some of the techno-nerds.","enough, I will start a Patreon account and begin building the real thing, regards Arto.  It looks like I am reinventing the wheel , minus valves and transistors, this work might even seem redundant to some of the techno-nerds.  I assure you this is a",2,4,-1,0
"39","p10en_9463","p10en","en","p","culture","gestures_postures_facial_expressions","greyfalcon.us","''s why he came here to me,"" Alois explained, ""When he confessed this at the station he wondered why I didn''t welcome him","with open arms",""". </s><s> At that time in Vienna, there was a rigid system of registration of domicile, and this system made it easy to locate","''s why he came here to me,"" Alois explained, ""When he confessed this at the station he wondered why I didn''t welcome him with open arms "".","''s why he came here to me,"" Alois explained, ""When he confessed this at the station he wondered why I didn''t welcome him with open arms "".  At that time in Vienna, there was a rigid system of registration of domicile, and this system made it easy to locate",2,4,-1,0
"40","m08en_859","m08en","en","m","culture","material_culture_money_living","player.one","for now. </s><s> Everything about Shadowman is tied back to these two characters, yet they''ve been off the map for years. </s><s> It ''s","a goldmine","of untapped story potential."" </s><s> Shadowman has been absent from the scene since 2014, when he was trapped in the Deadside (","It ''s a goldmine of untapped story potential.""","for now.  Everything about Shadowman is tied back to these two characters, yet they''ve been off the map for years.  It ''s a goldmine of untapped story potential.""  Shadowman has been absent from the scene since 2014, when he was trapped in the Deadside (",5,4,1,-1
"41","b23en_4031","b23en","en","b","intertextuality","bible","wikidot.com","study. </s><s> Journal Entries </s><s> Chiboki Chibiko-chan is just little thing! </s><s> And so spirited to! </s><s> I had half the mind to take her","under my wing","before the day was out, but sadly, fate just had to intervene. </s><s> No matter. </s><s> I know that someday I shall meet my dear","I had half the mind to take her under my wing before the day was out, but sadly, fate just had to intervene.","study.  Journal Entries  Chiboki Chibiko-chan is just little thing!  And so spirited to!  I had half the mind to take her under my wing before the day was out, but sadly, fate just had to intervene.  No matter.  I know that someday I shall meet my dear",2,5,-1,0
"42","o12en_128","o12en","en","o","natural_phenomena","time_space","tripod.com","bear the trials that fate imposes on us; we shall work for others without rest, both now and when we are old; and when our","last hour comes","we shall meet it humbly, and there, beyond the grave, we shall say that we have suffered and wept, that our life was bitter","bear the trials that fate imposes on us; we shall work for others without rest, both now and when we are old; and when our last hour comes we shall meet it humbly, and there, beyond the grave, we shall say that we have suffered and wept, that our life was bitter","bear the trials that fate imposes on us; we shall work for others without rest, both now and when we are old; and when our last hour comes we shall meet it humbly, and there, beyond the grave, we shall say that we have suffered and wept, that our life was bitter",5,5,-1,-1
"43","m21en_105","m21en","en","m","culture","material_culture_money_living","jottings.ca",", Snap! </s><s> Goes the fine fly rod, I''ll catch me a trout! </s><s> Sweet-talkin'' liar, You''re in for a fall, You tell me a story, You talk","to the wall","! </s><s> Gonna go my way On down the highway. </s><s> I''m gonna go fishin'' And catch me a trout! </s><s> The Shape of Things </s><s> Completely round is the","Sweet-talkin'' liar, You''re in for a fall, You tell me a story, You talk to the wall !",", Snap!  Goes the fine fly rod, I''ll catch me a trout!  Sweet-talkin'' liar, You''re in for a fall, You tell me a story, You talk to the wall !  Gonna go my way On down the highway.  I''m gonna go fishin'' And catch me a trout!  The Shape of Things  Completely round is the",5,5,-1,0
"44","c25en_626","c25en","en","c","intertextuality","ancient_sources","mendocino.com","Valley is only a few miles from the cool Pacific Ocean. </s><s> Such unique geography results in a wide range between the","day and night","temperatures, enabling growers to produce exquisite Pinot Noir grapes throughout these warm Indian summers. </s><s> It also","Such unique geography results in a wide range between the day and night temperatures, enabling growers to produce exquisite Pinot Noir grapes throughout these warm Indian summers.","Valley is only a few miles from the cool Pacific Ocean.  Such unique geography results in a wide range between the day and night temperatures, enabling growers to produce exquisite Pinot Noir grapes throughout these warm Indian summers.  It also",5,5,1,1
"45","s03en_4144","s03en","en","s","natural_phenomena","human_body","jazznorthwest.co.uk","-with music, love and true friendship. </s><s> Not just the glory days, but the dark ones too. </s><s> A wonderful little man with a","heart of gold",", full of fun and enthusiasm and commitment. </s><s> We all have our own , now sadly, memories of Joe. </s><s> Since I moved to Sweden 5","A wonderful little man with a heart of gold , full of fun and enthusiasm and commitment.","-with music, love and true friendship.  Not just the glory days, but the dark ones too.  A wonderful little man with a heart of gold , full of fun and enthusiasm and commitment.  We all have our own , now sadly, memories of Joe.  Since I moved to Sweden 5",5,5,1,1
"46","i16en_4963","i16en","en","i","culture","intellectual_technical_achievements","activistpost.com",". </s><s> Company to Blanket City Streets With WiFi Connected ""Smart Pavement"" </s><s> Telecom giant Virgin Media has been given","the green light","to begin doing just that. </s><s> Coverage will be enabled by ""discreet street furniture"" and the ""UK''s first Smart Pavement."" </s>","Company to Blanket City Streets With WiFi Connected ""Smart Pavement""  Telecom giant Virgin Media has been given the green light to begin doing just that.",".  Company to Blanket City Streets With WiFi Connected ""Smart Pavement""  Telecom giant Virgin Media has been given the green light to begin doing just that.  Coverage will be enabled by ""discreet street furniture"" and the ""UK''s first Smart Pavement."" ",5,5,1,1
"47","a20en_725","a20en","en","a","intertextuality","ancient_sources","asianage.com","to that of a Hindu-Muslim dimension. </s><s> With no clear repatriation plan, all political parties have added","fuel to the fire","by strengthening their essential positions of polarisation – the practicality, enforceability and morality of the","With no clear repatriation plan, all political parties have added fuel to the fire by strengthening their essential positions of polarisation – the practicality, enforceability and morality of the","to that of a Hindu-Muslim dimension.  With no clear repatriation plan, all political parties have added fuel to the fire by strengthening their essential positions of polarisation – the practicality, enforceability and morality of the",5,5,1,-1
"48","p09en_6112","p09en","en","p","culture","gestures_postures_facial_expressions","chkd.org","of your child''s reach. </s><s> Install safety locks on cabinets that contain dangerous or sharp items. </s><s> Put babies to sleep on","their backs","until they can turn over by themselves. </s><s> Supervise your child and make sure he or she takes part in age-appropriate","Put babies to sleep on their backs until they can turn over by themselves.","of your child''s reach.  Install safety locks on cabinets that contain dangerous or sharp items.  Put babies to sleep on their backs until they can turn over by themselves.  Supervise your child and make sure he or she takes part in age-appropriate",4,5,0,0
"49","k20en_147","k20en","en","k","culture","special_concepts_world","agapebiblestudy.com","chance to repent their sins and turn back to a fruitful relationship with Him. </s><s> He will not visit judgment upon the sinner","until the last breath","the sinner takes in this life. </s><s> The Church teaches that in everyone, even in the community of the faithful, the ""weeds of","He will not visit judgment upon the sinner until the last breath the sinner takes in this life.","chance to repent their sins and turn back to a fruitful relationship with Him.  He will not visit judgment upon the sinner until the last breath the sinner takes in this life.  The Church teaches that in everyone, even in the community of the faithful, the ""weeds of",5,5,0,0
